Accession	ID	Name	TFs	EnsemblID
M08836	POU2F2_09	OCT-2	Pou2f2	ENSMUSG00000008496
M08838	SOX9_09	Sox-9	Sox9	ENSMUSG00000000567
M08840	FANK1_01	FANK1	Fank1	ENSMUSG00000053111
M08865	AML1_Q4_02	AML1	Runx1	ENSMUSG00000022952
M08866	AML_Q4	AML	Runx1;Runx2;Runx3	ENSMUSG00000022952;ENSMUSG00000039153;ENSMUSG00000070691
M08867	AP2_Q4	AP2	Tfap2a;Tfap2c;Tfap2e	ENSMUSG00000021359;ENSMUSG00000028640;ENSMUSG00000042477
M08868	ARNTLIKE_Q6	ARNTLIKE	Arnt;Arntl;Arntl2;Clock	ENSMUSG00000015522;ENSMUSG00000055116;ENSMUSG00000040187;ENSMUSG00000029238
M08869	CLOCKBMAL_Q6_01	CLOCKBMAL	Arntl;Arntl2;Clock	ENSMUSG00000055116;ENSMUSG00000040187;ENSMUSG00000029238
M08870	DEC1_Q3	DEC1	Bhlhe40	ENSMUSG00000030103
M08871	DEC2_Q3	DEC2	Bhlhe41	ENSMUSG00000030256
M08872	DEC_Q3	DEC	Bhlhe40;Bhlhe41	ENSMUSG00000030103;ENSMUSG00000030256
M08873	DLX2_Q6	DLX2	Dlx2	ENSMUSG00000023391
M08874	E2F1_Q4_02	E2F1	E2f1	ENSMUSG00000027490
M08875	E2F_Q4_03	E2F	E2f1;E2f2;E2f3;E2f4;E2f5;E2f6;E2f7	ENSMUSG00000027490;ENSMUSG00000018983;ENSMUSG00000016477;ENSMUSG00000014859;ENSMUSG00000027552;ENSMUSG00000057469;ENSMUSG00000020185
M08877	EGR3_Q6	EGR3	Egr3	ENSMUSG00000033730
M08878	EGR_Q3	EGR	Egr1;Egr2;Egr3;Egr4	ENSMUSG00000038418;ENSMUSG00000037868;ENSMUSG00000033730;ENSMUSG00000071341
M08880	ERG_Q3_02	ERG	Erg	ENSMUSG00000040732
M08881	ETSLIKE_Q4	ETSLIKE	Erf;Erg;Ets1;Ets2;Fev;Fli1;Gabpa;Runx2	ENSMUSG00000040857;ENSMUSG00000040732;ENSMUSG00000032035;ENSMUSG00000022895;ENSMUSG00000055197;ENSMUSG00000016087;ENSMUSG00000008976;ENSMUSG00000039153
M08883	FOXM1_Q3_02	FOXM1	Foxm1	ENSMUSG00000001517
M08884	GCM_Q4	GCM	Gcm1	ENSMUSG00000023333
M08885	HAIRYLIKE_Q3	HAIRYLIKE	Bhlhe40;Bhlhe41;Helt;Hey1;Hey2	ENSMUSG00000030103;ENSMUSG00000030256;ENSMUSG00000047171;ENSMUSG00000040289;ENSMUSG00000019789
M08886	IRF4_Q5_01	IRF4	Irf4	ENSMUSG00000021356
M08887	IRF_Q4	IRF	Irf1;Irf2;Irf3;Irf4;Irf5;Irf6;Irf7;Irf8;Irf9	ENSMUSG00000018899;ENSMUSG00000031627;ENSMUSG00000003184;ENSMUSG00000021356;ENSMUSG00000029771;ENSMUSG00000026638;ENSMUSG00000025498;ENSMUSG00000041515;ENSMUSG00000002325
M08888	MAFB_Q4_01	MAFB	Mafb	ENSMUSG00000074622
M08890	MYB_Q5_02	MYB	Myb;Mybl1;Mybl2	ENSMUSG00000019982;ENSMUSG00000025912;ENSMUSG00000017861
M08891	NFKB1_Q4	NFKAPPAB	Nfkb1;Rela	ENSMUSG00000028163;ENSMUSG00000024927
M08892	CRX_Q6	CRX	Crx;Otx1;Otx2	ENSMUSG00000041578;ENSMUSG00000005917;ENSMUSG00000021848
M08894	OVOL_Q6	OVOL	Ovol1;Ovol2	ENSMUSG00000024922;ENSMUSG00000037279
M08895	PITX_Q4	PITX	Pitx1;Pitx2;Pitx3	ENSMUSG00000021506;ENSMUSG00000028023;ENSMUSG00000025229
M08896	SIP1_Q6	SIP1	Zeb2	ENSMUSG00000026872
M08897	SMAD_Q4	SMAD	Smad1;Smad2;Smad3;Smad4;Smad5;Smad6;Smad9	ENSMUSG00000031681;ENSMUSG00000024563;ENSMUSG00000032402;ENSMUSG00000024515;ENSMUSG00000021540;ENSMUSG00000036867;ENSMUSG00000027796
M08899	SOX_Q4	SOX	Hbp1;Sox1;Sox10;Sox11;Sox13;Sox15;Sox17;Sox18;Sox2;Sox21;Sox3;Sox30;Sox4;Sox5;Sox6;Sox7;Sox8;Sox9;Sry	ENSMUSG00000002996;ENSMUSG00000096014;ENSMUSG00000033006;ENSMUSG00000063632;ENSMUSG00000070643;ENSMUSG00000041287;ENSMUSG00000025902;ENSMUSG00000046470;ENSMUSG00000074637;ENSMUSG00000061517;ENSMUSG00000045179;ENSMUSG00000040489;ENSMUSG00000076431;ENSMUSG00000041540;ENSMUSG00000051910;ENSMUSG00000063060;ENSMUSG00000024176;ENSMUSG00000000567;ENSMUSG00000069036
M08900	TBX2RELATED_Q6	TBX2RELATED	Tbx2;Tbx3;Tbx4;Tbx5	ENSMUSG00000000093;ENSMUSG00000018604;ENSMUSG00000000094;ENSMUSG00000018263
M08901	TCF3_Q6_01	TCF3	Foxa1;Foxa2;Tcf3	ENSMUSG00000035451;ENSMUSG00000037025;ENSMUSG00000020167
M08902	TCF7RELATED_Q4	TCF7RELATED	Foxa1;Foxa2;Lef1;Tcf3;Tcf7	ENSMUSG00000035451;ENSMUSG00000037025;ENSMUSG00000027985;ENSMUSG00000020167;ENSMUSG00000000782
M08903	TEF5_Q6_01	TEF5	Tead3	ENSMUSG00000002249
M08904	TFIIB_Q6_02	TFIIB	Gtf2b	ENSMUSG00000028271
M08905	TIEG1_Q6	TIEG1	Klf10	ENSMUSG00000037465
M08906	TR4_Q3	TR4	Nr2c2	ENSMUSG00000005893
M08907	AR_13	AR	Ar	ENSMUSG00000046532
M08908	AR_14_H	AR	Ar	ENSMUSG00000046532
M08909	BMAL1CLOCK_01	BMAL1:CLOCK	Arntl;Clock	ENSMUSG00000055116;ENSMUSG00000029238
M08910	CEBPB_08	C/EBPBETA	Cebpb	ENSMUSG00000056501
M08911	CTCF_15	CTCF	Ctcf	ENSMUSG00000005698
M08912	EN1_09	EN-1	En1	ENSMUSG00000058665
M08913	FLI1_06	FLI-1	Fli1	ENSMUSG00000016087
M08914	FRA2_01	FRA-2	Fosl2	ENSMUSG00000029135
M08915	FRA2_02	FRA-2	Fosl2	ENSMUSG00000029135
M08916	FOXP2_02	FOXP2	Foxp2	ENSMUSG00000029563
M08917	GABPA_11	GABP-ALPHA	Gabpa	ENSMUSG00000008976
M08918	GATA3_11	GATA-3	Gata3	ENSMUSG00000015619
M08919	GCMA_01	GCMA	Gcm1	ENSMUSG00000023333
M08920	JUNBFOSB_01	JUNB:FOSB	Fosb;Junb	ENSMUSG00000003545;ENSMUSG00000052837
M08921	JUNBFOSB_02	JUNB:FOSB	Fosb;Junb	ENSMUSG00000003545;ENSMUSG00000052837
M08922	JUNBFRA1_01	JUNB:FRA-1	Fosl1;Junb	ENSMUSG00000024912;ENSMUSG00000052837
M08923	JUNBFRA2_01	JUNB:FRA-2	Fosl2;Junb	ENSMUSG00000029135;ENSMUSG00000052837
M08924	JUNBFRA2_02	JUNB:FRA-2	Fosl2;Junb	ENSMUSG00000029135;ENSMUSG00000052837
M08925	JUNBFOS_01	JUNB:C-FOS	Fos;Junb	ENSMUSG00000021250;ENSMUSG00000052837
M08926	JUNB_02	JUNB	Junb	ENSMUSG00000052837
M08927	JUNB_03	JUNB	Junb	ENSMUSG00000052837
M08928	FOSBJUND_01	FOSB:JUND	Fosb;Jund	ENSMUSG00000003545;ENSMUSG00000071076
M08929	JUNDFRA1_01	JUND:FRA-1	Fosl1;Jund	ENSMUSG00000024912;ENSMUSG00000071076
M08930	JUNDFRA1_02	JUND:FRA-1	Fosl1;Jund	ENSMUSG00000024912;ENSMUSG00000071076
M08931	JUNDFRA2_01	JUND:FRA-2	Fosl2;Jund	ENSMUSG00000029135;ENSMUSG00000071076
M08932	JUNDFRA2_02	JUND:FRA-2	Fosl2;Jund	ENSMUSG00000029135;ENSMUSG00000071076
M08933	JUNDFOS_01	JUND:C-FOS	Fos;Jund	ENSMUSG00000021250;ENSMUSG00000071076
M08934	JUND_06	JUND	Jund	ENSMUSG00000071076
M08935	JUND_07	JUND	Jund	ENSMUSG00000071076
M08936	JUNFOSB_01	C-JUN:FOSB	Fosb;Jun	ENSMUSG00000003545;ENSMUSG00000052684
M08937	JUNFOSB_02	C-JUN:FOSB	Fosb;Jun	ENSMUSG00000003545;ENSMUSG00000052684
M08938	JUNFRA1_01	C-JUN:FRA-1	Fosl1;Jun	ENSMUSG00000024912;ENSMUSG00000052684
M08939	JUNFRA1_02	C-JUN:FRA-1	Fosl1;Jun	ENSMUSG00000024912;ENSMUSG00000052684
M08940	JUNFRA2_01	C-JUN:FRA-2	Fosl2;Jun	ENSMUSG00000029135;ENSMUSG00000052684
M08941	JUNFRA2_02	C-JUN:FRA-2	Fosl2;Jun	ENSMUSG00000029135;ENSMUSG00000052684
M08942	FOSJUN_02	C-FOS:C-JUN	Fos;Jun	ENSMUSG00000021250;ENSMUSG00000052684
M08943	FOSJUN_03	C-FOS:C-JUN	Fos;Jun	ENSMUSG00000021250;ENSMUSG00000052684
M08944	JUNBJUN_01	JUNB:C-JUN	Jun;Junb	ENSMUSG00000052684;ENSMUSG00000052837
M08945	JUNBJUN_02	JUNB:C-JUN	Jun;Junb	ENSMUSG00000052684;ENSMUSG00000052837
M08946	FOS_08	C-FOS	Fos	ENSMUSG00000021250
M08947	FOS_09	C-FOS	Fos	ENSMUSG00000021250
M08948	LEF1_07	LEF-1	Lef1	ENSMUSG00000027985
M08949	LHX6_08	LHX6	Lhx6	ENSMUSG00000026890
M08950	MAX_14	MAX	Max	ENSMUSG00000059436
M08951	MYF6_06	MYF-6	Myf6	ENSMUSG00000035923
M08952	NFKB1_04	NF-KAPPAB1	Nfkb1	ENSMUSG00000028163
M08953	FXR_01	FXR	Nr1h4	ENSMUSG00000047638
M08954	FXRRXRA_01	FXR:RXR-ALPHA	Nr1h4;Rxra	ENSMUSG00000047638;ENSMUSG00000015846
M08955	FXRRXRA_02	FXR:RXR-ALPHA	Nr1h4;Rxra	ENSMUSG00000047638;ENSMUSG00000015846
M08956	NR4A2_05	NURR1	Nr4a2	ENSMUSG00000026826
M08957	NR4A2RXRA_01	NURR1:RXR-ALPHA	Nr4a2;Rxra	ENSMUSG00000026826;ENSMUSG00000015846
M08958	POU5F1_08	OCT3	Pou5f1	ENSMUSG00000024406
M08959	PAX7_04	PAX-7	Pax7	ENSMUSG00000028736
M08960	PPARARXRA_01	PPARALPHA:RXR-ALPHA	Ppara;Rxra	ENSMUSG00000022383;ENSMUSG00000015846
M08961	PPARG_06	PPARGAMMA	Pparg	ENSMUSG00000000440
M08962	PPARGRXRA_02	PPARGAMMA:RXR-ALPHA	Pparg;Rxra	ENSMUSG00000000440;ENSMUSG00000015846
M08963	NR1B1_01	NR1B1	Rara	ENSMUSG00000037992
M08964	NR1B1RXRA_01	NR1B1:RXR-ALPHA	Rara;Rxra	ENSMUSG00000037992;ENSMUSG00000015846
M08965	NR1B1RXRG_01	NR1B1:RXR-GAMMA	Rara;Rxrg	ENSMUSG00000037992;ENSMUSG00000015843
M08966	RORB_03	RORBETA	Rorb	ENSMUSG00000036192
M08967	RORC_01	RORGAMMA	Rorc	ENSMUSG00000028150
M08968	RXRA_12	RXR-ALPHA	Rxra	ENSMUSG00000015846
M08969	RXRG_03	RXR-GAMMA	Rxrg	ENSMUSG00000015843
M08970	SOX10_07	SOX-10	Sox10	ENSMUSG00000033006
M08971	SOX15_01	SOX-20	Sox15	ENSMUSG00000041287
M08972	SOX17_10	SOX-17	Sox17	ENSMUSG00000025902
M08973	SOX2_07	SOX-2	Sox2	ENSMUSG00000074637
M08974	SOX5_08	SOX-5	Sox5	ENSMUSG00000041540
M08975	SOX6_03	SOX-6	Sox6	ENSMUSG00000051910
M08976	SRY_12	SRY	Sry	ENSMUSG00000069036
M08977	TCF1_08	TCF-1	Tcf7	ENSMUSG00000000782
M08979	VDR_02	VDR	Vdr	ENSMUSG00000022479
M08980	VDRRXRA_01	VDR:RXR-ALPHA	Rxra;Vdr	ENSMUSG00000015846;ENSMUSG00000022479
M08981	VSX1_05	VSX1	Vsx1	ENSMUSG00000033080
M08982	YY1_13	YY1	Yy1	ENSMUSG00000021264
M08983	ZFP1_04	ZFP1	Zfp1	ENSMUSG00000055835
M08984	ZFP1_05	ZFP1	Zfp1	ENSMUSG00000055835
M08985	ZFP14_04	ZFP14	Zfp14	ENSMUSG00000053985
M08987	ZKSCAN1_04	ZKSCAN1	Zkscan1	ENSMUSG00000029729
M08990	ZNF282_03	ZNF282	Zfp282	ENSMUSG00000025821
M08993	ZNF777_02	ZNF777	Zfp777	ENSMUSG00000071477
M08995	CTCF_16	CTCF	Ctcf	ENSMUSG00000005698
M08996	EGR1_18	EGR-1	Egr1	ENSMUSG00000038418
M08997	GATA3_12	GATA-3	Gata3	ENSMUSG00000015619
M08998	GR_02	GR	Nr3c1	ENSMUSG00000024431
M08999	NFKB1_05	NF-KAPPAB1	Nfkb1	ENSMUSG00000028163
M09000	PPARGRXRA_03	PPARGAMMA:RXR-ALPHA	Pparg;Rxra	ENSMUSG00000000440;ENSMUSG00000015846
M09001	RARG_04	RAR-GAMMA	Rarg	ENSMUSG00000001288
M09002	RFX2_06	RFX2	Rfx2	ENSMUSG00000024206
M09003	RXRA_13	RXR-ALPHA	Rxra	ENSMUSG00000015846
M09004	SMAD4_05	SMAD4	Smad4	ENSMUSG00000024515
M09005	SP4_06	SP4	Sp4	ENSMUSG00000025323
M09007	ZEB_01	ZEB	Zeb1	ENSMUSG00000024238
M09589	AR_14	AR	Ar	ENSMUSG00000046532
M09590	TFAP2A_11	AP-2alpha	Tfap2a	ENSMUSG00000021359
M09591	TFAP2C_05	AP-2gamma	Tfap2c	ENSMUSG00000028640
M09592	ATF1_06	ATF-1	Atf1	ENSMUSG00000023027
M09593	BACH1_03	Bach1	Bach1	ENSMUSG00000025612
M09594	BATF_05	B-ATF	Batf	ENSMUSG00000034266
M09595	BCL11A_04	BCL-11A	Bcl11a	ENSMUSG00000000861
M09596	CEBPA_05	C/EBPalpha	Cebpa	ENSMUSG00000034957
M09597	CEBPB_09	C/EBPbeta	Cebpb	ENSMUSG00000056501
M09598	EBF1_07	COE1	Ebf1	ENSMUSG00000057098
M09599	COUPTF2_01	COUP-TF2	Nr2f2	ENSMUSG00000030551
M09600	CREB1_03	CREB1	Creb1	ENSMUSG00000025958
M09601	CTCFL_04	CTCFL	Ctcfl	ENSMUSG00000070495
M09602	CTCF_17	ctcf	Ctcf	ENSMUSG00000005698
M09603	EGR1_19	Egr-1	Egr1	ENSMUSG00000038418
M09604	EHF_10	ehf	Ehf	ENSMUSG00000012350
M09605	ELF1_08	Elf-1	Elf1	ENSMUSG00000036461
M09606	ELF2_05	nerf	Elf2	ENSMUSG00000037174
M09607	ELK4_04	SAP-1	Elk4	ENSMUSG00000026436
M09608	ERG_07	Erg	Erg	ENSMUSG00000040732
M09609	ESR1_06	ER-alpha	Esr1	ENSMUSG00000019768
M09610	ESR2_03	ER-beta	Esr2	ENSMUSG00000021055
M09611	ER81_03	ER81	Etv1	ENSMUSG00000004151
M09612	EVX2_05	EVX2	Evx2	ENSMUSG00000001815
M09613	FLI1_07	Fli-1	Fli1	ENSMUSG00000016087
M09614	FOSB_01	FOSB	Fosb	ENSMUSG00000003545
M09615	FOSL1_03	Fra-1	Fosl1	ENSMUSG00000024912
M09616	FRA2_03	Fra-2	Fosl2	ENSMUSG00000029135
M09617	FOS_10	c-Fos	Fos	ENSMUSG00000021250
M09618	FOXA1_08	HNF-3alpha	Foxa1	ENSMUSG00000035451
M09619	FOXA2_07	HNF-3beta	Foxa2	ENSMUSG00000037025
M09620	FOXH1_02	FoxH1	Foxh1	ENSMUSG00000033837
M09621	GATA1_13	GATA-1	Gata1	ENSMUSG00000031162
M09622	GATA2_10	GATA-2	Gata2	ENSMUSG00000015053
M09623	GATA3_13	GATA-3	Gata3	ENSMUSG00000015619
M09624	GATA6_08	GATA-6	Gata6	ENSMUSG00000005836
M09625	NR3C1_10	GR	Nr3c1	ENSMUSG00000024431
M09626	HNF4A_12	HNF-4alpha	Hnf4a	ENSMUSG00000017950
M09627	HNF4G_05	HNF-4gamma	Hnf4g	ENSMUSG00000017688
M09628	TCF12_08	HTF4	Tcf12	ENSMUSG00000032228
M09629	IRF1_06	IRF-1	Irf1	ENSMUSG00000018899
M09630	IRF4_09	IRF-4	Irf4	ENSMUSG00000021356
M09631	JUNB_04	JunB	Junb	ENSMUSG00000052837
M09632	ZBTB33_06	Kaiso	Zbtb33	ENSMUSG00000048047
M09633	MAFF_06	MafF	Maff	ENSMUSG00000042622
M09634	MAFG_02	MafG	Mafg	ENSMUSG00000051510
M09635	MAFK_09	MafK	Mafk	ENSMUSG00000018143
M09636	MAZ_02	MAZ	Maz	ENSMUSG00000030678
M09637	MEF2A_07	Mef-2a	Mef2a	ENSMUSG00000030557
M09638	MEF2C_06	MEF-2C	Mef2c	ENSMUSG00000005583
M09639	NANOG_09	nanog	Nanog	ENSMUSG00000012396
M09640	NF1C_01	NF-1C	Nfic	ENSMUSG00000055053
M09641	NRF1_07	NRF-1	Nrf1	ENSMUSG00000058440
M09642	TP53_04	p53	Trp53	ENSMUSG00000059552
M09643	P63_02	p63	Trp63	ENSMUSG00000022510
M09644	P73_01	p73	Trp73	ENSMUSG00000029026
M09645	PAX5_12	Pax-5	Pax5	ENSMUSG00000014030
M09646	POU5F1_09	Oct3	Pou5f1	ENSMUSG00000024406
M09647	PPARG_07	PPARgamma	Pparg	ENSMUSG00000000440
M09648	PRDM14_02	PRDM14	Prdm14	ENSMUSG00000042414
M09649	PRDM1_06	Blimp-1	Prdm1	ENSMUSG00000038151
M09650	REST_15	REST	Rest	ENSMUSG00000029249
M09651	RFX2_07	rfx2	Rfx2	ENSMUSG00000024206
M09652	RFX5_07	rfx5	Rfx5	ENSMUSG00000005774
M09653	AML1_02	AML1	Runx1	ENSMUSG00000022952
M09654	AML2_02	AML2	Runx3	ENSMUSG00000070691
M09655	RXRA_14	RXR-alpha	Rxra	ENSMUSG00000015846
M09656	SMAD2_01	Smad2	Smad2	ENSMUSG00000024563
M09657	SMAD4_06	Smad4	Smad4	ENSMUSG00000024515
M09658	SP2_08	Sp2	Sp2	ENSMUSG00000018678
M09659	SPI1_11	PU.1	Spi1	ENSMUSG00000002111
M09660	SRF_12	SRF	Srf	ENSMUSG00000015605
M09661	STAT5A_05	STAT5A	Stat5a	ENSMUSG00000004043
M09662	STAT5B_02	STAT5B	Stat5b	ENSMUSG00000020919
M09663	STAT1_10	STAT1	Stat1	ENSMUSG00000026104
M09664	STAT3_11	STAT3	Stat3	ENSMUSG00000004040
M09665	RBPJK_02	RBPJK	Rbpj	ENSMUSG00000039191
M09666	TAL1_04	Tal-1	Tal1	ENSMUSG00000028717
M09667	TEF3_01	TEF-3	Tead4	ENSMUSG00000030353
M09668	RELA_06	RelA-p65	Rela	ENSMUSG00000024927
M09669	TCF4_06	TCF-4	Tcf4;Tcf7l2	ENSMUSG00000053477;ENSMUSG00000024985
M09670	USF2_04	USF2	Usf2	ENSMUSG00000058239
M09671	VDR_03	VDR	Vdr	ENSMUSG00000022479
M09672	ZEB1_05	ZEB1	Zeb1	ENSMUSG00000024238
M09673	ZKSCAN1_05	ZKSCAN1	Zkscan1	ENSMUSG00000029729
M09674	ATOH1_04	MATH1	Atoh1	ENSMUSG00000073043
M09675	BCL6_04	BCL-6	Bcl6	ENSMUSG00000022508
M09676	CDX4_01	Cdx-4	Cdx4	ENSMUSG00000031326
M09677	CEBPA_06	C/EBPalpha	Cebpa;Hmgb1	ENSMUSG00000034957;ENSMUSG00000066551
M09678	CEBPB_10	C/EBPbeta	Cebpb	ENSMUSG00000056501
M09679	EBF1_08	COE1	Ebf1	ENSMUSG00000057098
M09680	CRX_06	Crx	Crx	ENSMUSG00000041578
M09681	CTCF_18	ctcf	Ctcf	ENSMUSG00000005698
M09682	E2F4_10	E2F-4	E2f4	ENSMUSG00000014859
M09683	EVX1_04	Evx1	Evx1	ENSMUSG00000005503
M09684	EVX2_06	Evx2	Evx2	ENSMUSG00000001815
M09685	FLI1_08	Fli-1	Fli1	ENSMUSG00000016087
M09686	FOSL1_04	Fra-1	Fosl1	ENSMUSG00000024912
M09687	HNF3B_03	HNF-3beta	Foxa2	ENSMUSG00000037025
M09688	GATA1_14	GATA-1	Gata1	ENSMUSG00000031162
M09689	GATA2_11	GATA-2	Gata2	ENSMUSG00000015053
M09690	GFI1B_03	gfi1b	Gfi1b	ENSMUSG00000026815
M09691	TCF12_09	HTF4	Tcf12	ENSMUSG00000032228
M09692	GKLF_03	GKLF	Klf4	ENSMUSG00000003032
M09693	MAFK_10	MafK	Mafk	ENSMUSG00000018143
M09694	MAX_15	Max	Max	ENSMUSG00000059436
M09695	MXI1_03	Mxi1	Mxi1	ENSMUSG00000025025
M09696	MYB_08	c-Myb	Myb	ENSMUSG00000019982
M09697	CMYC_03	c-Myc	Myc	ENSMUSG00000022346
M09698	MYOD1_03	MyoD	Myod1	ENSMUSG00000009471
M09700	NANOG_10	nanog	Nanog	ENSMUSG00000012396
M09701	NEUROD_03	NeuroD	Neurod1	ENSMUSG00000034701
M09702	LRH1_01	LRH-1	Nr5a2	ENSMUSG00000026398
M09703	OLIG2_02	OLIG2	Olig2	ENSMUSG00000039830
M09704	PPARG_08	PPARgamma	Pparg	ENSMUSG00000000440
M09705	REST_16	REST	Rest	ENSMUSG00000029249
M09706	RFX1_05	rfx1	Rfx1	ENSMUSG00000031706
M09707	RXRA_15	RXR-alpha	Rxra	ENSMUSG00000015846
M09708	RXRG_04	RXR-gamma	Rxrg	ENSMUSG00000015843
M09709	SOX3_06	Sox-3	Sox3	ENSMUSG00000045179
M09710	SPI1_12	PU.1	Spi1	ENSMUSG00000002111
M09711	STAT5A_06	STAT5A	Stat5a	ENSMUSG00000004043
M09712	STAT5B_03	STAT5B	Stat5b	ENSMUSG00000020919
M09713	STAT1_11	STAT1	Stat1	ENSMUSG00000026104
M09714	STAT3_12	STAT3	Stat3	ENSMUSG00000004040
M09715	STAT4_03	STAT4	Stat4	ENSMUSG00000062939
M09716	STAT6_04	STAT6	Stat6	ENSMUSG00000002147
M09717	TAL1_05	Tal-1	Tal1	ENSMUSG00000028717
M09718	TBX20_06	Tbx20	Tbx20	ENSMUSG00000031965
M09719	LBP9_02	LBP9	Tfcp2l1	ENSMUSG00000026380
M09720	RELA_07	RelA-p65	Rela	ENSMUSG00000024927
M09721	E47_06	E2A	Tcf3	ENSMUSG00000020167
M09722	USF2_05	USF2	Usf2	ENSMUSG00000058239
M09723	BTEB1_02	BTEB1	Klf9	ENSMUSG00000033863
M09724	DATF1_01	DATF1	Dido1	ENSMUSG00000038914
M09726	GATAD2A_01	GATAD2A	Gatad2a	ENSMUSG00000036180
M09727	GEMIN3_01	GEMIN3	Ddx20	ENSMUSG00000027905
M09729	LUMAN_02	LUMAN	Creb3	ENSMUSG00000028466
M09732	RFX3_09	RFX3	Rfx3	ENSMUSG00000040929
M09733	STAT2_01	STAT2	Stat2	ENSMUSG00000040033
M09734	ZNF692_02	ZNF692	Zfp692	ENSMUSG00000037243
M09736	PBX2_01	PBX2	Pbx2	ENSMUSG00000034673
M09737	ZNF644_01	ZNF644	Zfp644	ENSMUSG00000049606
M09738	ZNF511_01	ZNF511	Zfp511	ENSMUSG00000025470
M09739	ZGPAT_01	ZGPAT	Zgpat	ENSMUSG00000027582
M09744	CTCF_19	CTCF	Ctcf	ENSMUSG00000005698
M09745	HELIOS_02	HELIOS	Ikzf2	ENSMUSG00000025997
M09746	HNRPUL1_01	HNRPUL1	Hnrnpul1	ENSMUSG00000040725
M09748	RAD21_11	RAD21	Rad21	ENSMUSG00000022314
M09755	ZNF295_01	ZNF295	Zbtb21	ENSMUSG00000046962
M09757	ZNF316_03	ZNF316	Zfp316	ENSMUSG00000046658
M09760	DPF2_01	DPF2	Dpf2	ENSMUSG00000024826
M09761	EGR1_20	EGR1	Egr1	ENSMUSG00000038418
M09762	NF1B_01	NF1B	Nfib	ENSMUSG00000008575
M09763	NF1C_02	NF1C	Nfic	ENSMUSG00000055053
M09764	ROX_02	ROX	Mnt	ENSMUSG00000000282
M09765	SP1_10	SP1	Sp1	ENSMUSG00000001280
M09766	ZNF592_02	ZNF592	Zfp592	ENSMUSG00000005621
M09767	ASCL1_01	ASCL1	Ascl1	ENSMUSG00000020052
M09768	BACH2_03	BACH2	Bach2	ENSMUSG00000040270
M09769	CTCFL_05	CTCFL	Ctcfl	ENSMUSG00000070495
M09770	FOXK2_02	FOXK2	Foxk2	ENSMUSG00000039275
M09771	GATA6_09	GATA6	Gata6	ENSMUSG00000005836
M09772	GRHL2_01	GRHL2	Grhl2	ENSMUSG00000022286
M09773	HIF1A_02	HIF1A	Hif1a	ENSMUSG00000021109
M09774	KLF9_01	KLF9	Klf9	ENSMUSG00000033863
M09775	MXI1_04	MXI1	Mxi1	ENSMUSG00000025025
M09776	NEUROD1_01	NEUROD1	Neurod1	ENSMUSG00000034701
M09777	NR1H4_02	NR1H4	Nr1h4	ENSMUSG00000047638
M09778	NR2F2_05	NR2F2	Nr2f2	ENSMUSG00000030551
M09779	NR4A1_01	NR4A1	Nr4a1	ENSMUSG00000023034
M09780	PBX2_02	PBX2	Pbx2	ENSMUSG00000034673
M09781	PBX3_05	PBX3	Pbx3	ENSMUSG00000038718
M09782	POU5F1_10	POU5F1	Pou5f1	ENSMUSG00000024406
M09783	RBPJ_02	RBPJ	Rbpj	ENSMUSG00000039191
M09784	RELB_01	RELB	Relb	ENSMUSG00000002983
M09785	SIX1_03	SIX1	Six1	ENSMUSG00000051367
M09786	SIX2_03	SIX2	Six2	ENSMUSG00000024134
M09787	SOX13_05	SOX13	Sox13	ENSMUSG00000070643
M09788	TEAD2_01	TEAD2	Tead2	ENSMUSG00000030796
M09789	TFDP1_02	TFDP1	Tfdp1	ENSMUSG00000038482
M09790	TWIST1_01	TWIST1	Twist1	ENSMUSG00000035799
M09791	ZNF24_01	ZNF24	Zfp24	ENSMUSG00000051469
M09792	ZNF384_02	ZNF384	Zfp384	ENSMUSG00000038346
M09804	CREB1_04	CREB1	Creb1	ENSMUSG00000025958
M09805	FOXK1_10	FOXK1	Foxk1	ENSMUSG00000056493
M09806	FOXP1_04	FOXP1	Foxp1	ENSMUSG00000030067
M09807	GATA2_12	GATA2	Gata2	ENSMUSG00000015053
M09808	KLF4_03	KLF4	Klf4	ENSMUSG00000003032
M09809	MAFF_07	MAFF	Maff	ENSMUSG00000042622
M09810	MAFK_11	MAFK	Mafk	ENSMUSG00000018143
M09811	MITF_02	MITF	Mitf	ENSMUSG00000035158
M09812	MYC_06	MYC	Myc	ENSMUSG00000022346
M09813	MYB_09	MYB	Myb	ENSMUSG00000019982
M09814	MYCN_02	MYCN	Mycn	ENSMUSG00000037169
M09815	NFIC_02	NFIC	Nfic	ENSMUSG00000055053
M09816	NFYA_04	NFYA	Nfya	ENSMUSG00000023994
M09817	PAX5_13	PAX5	Pax5	ENSMUSG00000014030
M09818	PRDM1_07	PRDM1	Prdm1	ENSMUSG00000038151
M09819	SOX10_08	SOX10	Sox10	ENSMUSG00000033006
M09820	USF2_06	USF2	Usf2	ENSMUSG00000058239
M09821	ZBTB7A_04	ZBTB7A	Zbtb7a	ENSMUSG00000035011
M09822	ZEB1_06	ZEB1	Zeb1	ENSMUSG00000024238
M09825	SMARCC2_02	BAF170	Smarcc2	ENSMUSG00000025369
M09826	BTEB3_02	BTEB3	Klf13	ENSMUSG00000052040
M09827	CREB1_05	CREB1	Creb1	ENSMUSG00000025958
